index,Date,week,Relevance,occurrences_rolling,occurrences_lead1,occurrences_lead2,occurrences_lead3,FTSE100,FTSEALL
275,1994-10-03,40,1.0,1.0,0.0,0.0,0.0,2983.5,1490.83
276,1994-10-04,40,0.0,0.3333333333333333,0.0,0.0,1.0,3001.8,1497.44
277,1994-10-05,40,0.0,0.3333333333333333,0.0,1.0,1.0,2956.3,1477.82
278,1994-10-06,40,0.0,0.0,1.0,1.0,2.0,2984.4,1489.09
279,1994-10-07,40,1.0,0.3333333333333333,1.0,2.0,0.0,2998.7,1494.19
282,1994-10-10,41,0.0,1.0,0.0,0.0,2.0,3032.3,1509.49
283,1994-10-11,41,0.0,0.6666666666666666,0.0,2.0,0.0,3073.0,1526.73
284,1994-10-12,41,0.0,0.0,2.0,0.0,0.0,3100.5,1539.72
285,1994-10-13,41,2.0,0.6666666666666666,0.0,0.0,0.0,3141.9,1556.84
286,1994-10-14,41,0.0,0.6666666666666666,0.0,0.0,0.0,3106.7,1543.11
289,1994-10-17,42,0.0,0.0,0.0,1.0,3.0,3120.2,1548.45
290,1994-10-18,42,0.0,0.0,1.0,3.0,4.0,3085.3,1534.4
291,1994-10-19,42,1.0,0.3333333333333333,3.0,4.0,4.0,3060.8,1524.39
292,1994-10-20,42,3.0,1.3333333333333333,4.0,4.0,3.0,3063.2,1525.58
293,1994-10-21,42,4.0,2.6666666666666665,4.0,3.0,3.0,3032.8,1512.29
296,1994-10-24,43,3.0,3.3333333333333335,3.0,9.0,3.0,3029.1,1510.76
297,1994-10-25,43,3.0,3.0,9.0,3.0,2.0,3000.9,1497.76
298,1994-10-26,43,9.0,5.0,3.0,2.0,6.0,2999.9,1496.6
299,1994-10-27,43,3.0,5.0,2.0,6.0,5.0,3029.6,1508.35
300,1994-10-28,43,2.0,4.666666666666667,6.0,5.0,5.0,3083.8,1529.82
303,1994-10-31,44,5.0,5.333333333333333,4.0,0.0,5.0,3097.4,1536.31
304,1994-11-01,44,4.0,4.666666666666667,0.0,5.0,3.0,3096.3,1536.51
305,1994-11-02,44,0.0,3.0,5.0,3.0,2.0,3081.3,1530.92
306,1994-11-03,44,5.0,3.0,3.0,2.0,4.0,3104.4,1540.02
307,1994-11-04,44,3.0,2.6666666666666665,2.0,4.0,2.0,3097.6,1538.05
310,1994-11-07,45,2.0,2.6666666666666665,2.0,1.0,2.0,3065.8,1525.19
311,1994-11-08,45,2.0,2.6666666666666665,1.0,2.0,4.0,3063.8,1524.42
312,1994-11-09,45,1.0,1.6666666666666667,2.0,4.0,0.0,3099.6,1538.63
313,1994-11-10,45,2.0,1.6666666666666667,4.0,0.0,0.0,3103.5,1540.93
314,1994-11-11,45,4.0,2.3333333333333335,0.0,0.0,0.0,3075.9,1530.39
317,1994-11-14,46,0.0,0.0,3.0,0.0,0.0,3095.3,1537.31
318,1994-11-15,46,3.0,1.0,0.0,0.0,0.0,3135.4,1553.9
319,1994-11-16,46,0.0,1.0,0.0,0.0,2.0,3146.5,1560.2
320,1994-11-17,46,0.0,1.0,0.0,2.0,0.0,3127.5,1553.02
321,1994-11-18,46,0.0,0.0,2.0,0.0,2.0,3131.0,1554.22
324,1994-11-21,47,2.0,1.3333333333333333,1.0,0.0,0.0,3121.0,1550.01
325,1994-11-22,47,1.0,1.0,0.0,0.0,1.0,3078.7,1532.32
326,1994-11-23,47,0.0,1.0,0.0,1.0,1.0,3027.5,1507.68
327,1994-11-24,47,0.0,0.3333333333333333,1.0,1.0,1.0,3036.6,1510.28
328,1994-11-25,47,1.0,0.3333333333333333,1.0,1.0,0.0,3033.5,1509.03
331,1994-11-28,48,0.0,0.6666666666666666,2.0,0.0,0.0,3047.1,1514.98
332,1994-11-29,48,2.0,1.0,0.0,0.0,0.0,3061.1,1520.09
333,1994-11-30,48,0.0,0.6666666666666666,0.0,0.0,0.0,3081.4,1528.12
334,1994-12-01,48,0.0,0.6666666666666666,0.0,0.0,0.0,3039.6,1511.21
335,1994-12-02,48,0.0,0.0,0.0,0.0,0.0,3017.3,1501.44
338,1994-12-05,49,0.0,0.0,1.0,0.0,2.0,3033.5,1507.05
339,1994-12-06,49,1.0,0.3333333333333333,0.0,2.0,1.0,3016.1,1497.72
340,1994-12-07,49,0.0,0.3333333333333333,2.0,1.0,0.0,3012.5,1495.82
341,1994-12-08,49,2.0,1.0,1.0,0.0,0.0,3013.8,1496.39
342,1994-12-09,49,1.0,1.0,0.0,0.0,2.0,2977.3,1479.86
345,1994-12-12,50,2.0,0.6666666666666666,2.0,1.0,0.0,2943.4,1465.19
346,1994-12-13,50,2.0,1.3333333333333333,1.0,0.0,0.0,2946.4,1466.01
347,1994-12-14,50,1.0,1.6666666666666667,0.0,0.0,1.0,2980.6,1481.19
348,1994-12-15,50,0.0,1.0,0.0,1.0,0.0,2973.4,1479.6
349,1994-12-16,50,0.0,0.3333333333333333,1.0,0.0,2.0,3013.6,1496.05
352,1994-12-19,51,2.0,1.0,1.0,0.0,0.0,3034.4,1505.86
353,1994-12-20,51,1.0,1.0,0.0,0.0,0.0,3058.1,1514.74
354,1994-12-21,51,0.0,1.0,0.0,0.0,1.0,3070.4,1519.42
355,1994-12-22,51,0.0,0.3333333333333333,0.0,1.0,0.0,3091.7,1529.09
356,1994-12-23,51,0.0,0.0,1.0,0.0,0.0,3083.4,1526.37
361,1994-12-28,52,0.0,0.0,0.0,0.0,3.0,3095.8,1532.64
362,1994-12-29,52,0.0,0.0,0.0,3.0,1.0,3065.6,1521.15
363,1994-12-30,52,0.0,0.0,3.0,1.0,0.0,3065.5,1521.44
