Date,FTSE100,FTSEALL,Relevance,occurrences_rolling,Relevance_lead1,Relevance_lead2,Relevance_lead3
2022-02-24,7207.38,4015.91,4,11.333333333333334,6.0,4.0,6.0
2022-02-25,7489.46,4167.09,6,11.333333333333334,4.0,6.0,4.0
2022-02-28,7458.25,4157.77,4,4.666666666666667,9.0,4.0,0.0
2022-03-01,7330.2,4079.97,9,6.333333333333333,4.0,0.0,6.0
2022-03-02,7429.56,4134.87,4,5.666666666666667,0.0,6.0,4.0
2022-03-03,7238.85,4023.9,0,4.333333333333333,6.0,4.0,6.0
2022-03-04,6987.14,3884.43,6,3.3333333333333335,4.0,6.0,4.0
2022-03-07,6959.48,3862.39,4,4.666666666666667,6.0,6.0,3.0
2022-03-08,6964.11,3867.24,6,5.333333333333333,6.0,3.0,0.0
2022-03-09,7190.72,3999.43,6,5.333333333333333,3.0,0.0,0.0
2022-03-10,7099.09,3954.3,3,5.0,0.0,0.0,6.0
2022-03-11,7155.64,3988.9,0,3.0,0.0,6.0,0.0
2022-03-14,7193.47,4014.87,0,2.0,3.0,0.0,3.0
2022-03-15,7175.7,3999.12,3,3.0,0.0,3.0,5.0
2022-03-16,7291.68,4074.09,0,1.0,3.0,5.0,0.0
2022-03-17,7385.34,4120.17,3,2.0,5.0,0.0,8.0
2022-03-18,7404.73,4135.37,5,2.6666666666666665,0.0,8.0,6.0
2022-03-21,7442.39,4148.21,6,4.666666666666667,5.0,4.0,0.0
2022-03-22,7476.72,4167.6,5,6.333333333333333,4.0,0.0,3.0
2022-03-23,7460.63,4156.6,4,5.0,0.0,3.0,0.0
2022-03-24,7467.38,4155.88,0,3.0,3.0,0.0,4.0
2022-03-25,7483.35,4165.33,3,2.3333333333333335,0.0,4.0,7.0
2022-03-28,7473.14,4164.5,7,3.6666666666666665,42.0,20.0,13.0
2022-03-29,7537.25,4208.38,42,17.666666666666668,20.0,13.0,12.0
2022-03-30,7578.75,4219.75,20,23.0,13.0,12.0,8.0
2022-03-31,7515.68,4187.78,13,25.0,12.0,8.0,10.0
2022-04-01,7537.9,4199.48,12,15.0,8.0,10.0,14.0
2022-04-04,7558.92,4213.27,14,10.666666666666666,11.0,12.0,6.0
2022-04-05,7613.72,4238.74,11,11.666666666666666,12.0,6.0,0.0
2022-04-06,7587.7,4218.12,12,12.333333333333334,6.0,0.0,6.0
2022-04-07,7551.81,4199.46,6,9.666666666666666,0.0,6.0,0.0
2022-04-08,7669.56,4258.23,0,6.0,6.0,0.0,0.0
2022-04-11,7618.31,4232.53,0,2.0,45.0,41.0,21.0
2022-04-12,7576.66,4210.28,45,15.0,41.0,21.0,11.0
2022-04-13,7580.8,4211.9,41,28.666666666666668,21.0,11.0,12.0
2022-04-14,7616.38,4232.12,21,35.666666666666664,11.0,12.0,18.0
2022-04-19,7601.28,4219.72,15,16.0,23.0,25.0,23.0
2022-04-20,7629.22,4236.24,23,17.666666666666668,25.0,23.0,22.0
2022-04-21,7627.95,4238.12,25,21.0,23.0,22.0,13.0
2022-04-22,7521.68,4180.65,23,23.666666666666668,22.0,13.0,15.0
2022-04-25,7380.54,4106.36,15,16.666666666666668,7.0,6.0,7.0
2022-04-26,7386.19,4105.76,7,11.666666666666666,6.0,7.0,9.0
2022-04-27,7425.61,4121.7,6,9.333333333333334,7.0,9.0,6.0
2022-04-28,7509.19,4165.89,7,6.666666666666667,9.0,6.0,5.0
2022-04-29,7544.55,4185.12,9,7.333333333333333,6.0,5.0,7.0
2022-05-03,7561.33,4186.77,6,6.0,3.0,4.0,12.0
2022-05-04,7493.45,4146.05,3,5.333333333333333,4.0,12.0,7.0
2022-05-05,7503.27,4145.57,4,4.333333333333333,12.0,7.0,8.0
2022-05-06,7387.94,4083.36,12,6.333333333333333,7.0,8.0,5.0
2022-05-09,7216.58,3987.87,5,6.666666666666667,7.0,6.0,14.0
2022-05-10,7243.22,4002.22,7,6.666666666666667,6.0,14.0,8.0
2022-05-11,7347.66,4058.67,6,6.0,14.0,8.0,5.0
2022-05-12,7233.34,3999.79,14,9.0,8.0,5.0,5.0
2022-05-13,7418.15,4099.06,8,9.333333333333334,5.0,5.0,7.0
2022-05-16,7464.8,4120.34,7,5.666666666666667,0.0,4.0,28.0
2022-05-17,7518.35,4149.88,0,4.0,4.0,28.0,15.0
2022-05-18,7438.09,4110.49,4,3.6666666666666665,28.0,15.0,10.0
2022-05-19,7302.74,4038.94,28,10.666666666666666,15.0,10.0,6.0
2022-05-20,7389.98,4083.84,15,15.666666666666666,10.0,6.0,42.0
2022-05-23,7513.44,4150.28,42,19.333333333333332,100.0,80.0,34.0
2022-05-24,7484.35,4126.79,100,49.333333333333336,80.0,34.0,17.0
2022-05-25,7522.75,4147.08,80,74.0,34.0,17.0,12.0
2022-05-26,7564.92,4176.59,34,71.33333333333333,17.0,12.0,15.0
2022-05-27,7585.46,4190.21,17,43.666666666666664,12.0,15.0,16.0
2022-05-30,7600.06,4202.96,16,14.333333333333334,14.0,11.0,9.0
2022-05-31,7607.66,4201.96,14,15.0,11.0,9.0,6.0
2022-06-01,7532.95,4164.0,11,13.666666666666666,9.0,6.0,11.0
2022-06-06,7608.22,4206.23,17,15.333333333333334,9.0,5.0,0.0
2022-06-07,7598.93,4198.6,9,14.666666666666666,5.0,0.0,0.0
2022-06-08,7593.0,4193.26,5,10.333333333333334,0.0,0.0,0.0
2022-06-09,7476.21,4132.16,0,4.666666666666667,0.0,0.0,0.0
2022-06-10,7317.52,4046.16,0,1.6666666666666667,0.0,0.0,0.0
2022-06-13,7205.81,3977.61,0,0.0,0.0,0.0,0.0
2022-06-14,7187.46,3965.54,0,0.0,0.0,0.0,0.0
2022-06-15,7273.41,4013.14,0,0.0,0.0,0.0,0.0
2022-06-16,7044.98,3888.27,0,0.0,0.0,0.0,4.0
2022-06-17,7016.25,3881.92,0,0.0,0.0,4.0,0.0
2022-06-20,7121.81,3932.64,0,1.3333333333333333,0.0,0.0,0.0
2022-06-21,7152.05,3943.98,0,1.3333333333333333,0.0,0.0,0.0
2022-06-22,7089.22,3913.28,0,0.0,0.0,0.0,0.0
2022-06-23,7020.45,3874.68,0,0.0,0.0,0.0,0.0
2022-06-24,7208.81,3975.07,0,0.0,0.0,0.0,0.0
2022-06-27,7258.32,4004.23,0,0.0,0.0,0.0,0.0
2022-06-28,7323.41,4035.24,0,0.0,0.0,0.0,0.0
2022-06-29,7312.32,4019.53,0,0.0,0.0,0.0,0.0
2022-06-30,7169.28,3940.9,0,0.0,0.0,0.0,0.0
2022-07-01,7168.65,3940.03,0,0.0,0.0,0.0,0.0
2022-07-04,7232.65,3967.61,0,0.0,5.0,5.0,9.0
2022-07-05,7025.47,3863.91,5,1.6666666666666667,5.0,9.0,7.0
2022-07-06,7107.77,3910.8,5,3.3333333333333335,9.0,7.0,0.0
2022-07-07,7189.08,3956.98,9,6.333333333333333,7.0,0.0,0.0
2022-07-08,7196.24,3961.27,7,7.0,0.0,0.0,4.0
2022-07-11,7196.59,3958.92,4,1.3333333333333333,4.0,0.0,0.0
2022-07-12,7209.86,3965.15,4,2.6666666666666665,0.0,0.0,0.0
2022-07-13,7156.37,3935.82,0,2.6666666666666665,0.0,0.0,0.0
2022-07-14,7039.81,3874.73,0,1.3333333333333333,0.0,0.0,0.0
2022-07-15,7159.01,3940.87,0,0.0,0.0,0.0,0.0
2022-07-18,7223.24,3976.51,0,0.0,0.0,0.0,0.0
2022-07-19,7296.28,4018.64,0,0.0,0.0,0.0,0.0
2022-07-20,7264.31,4009.11,0,0.0,0.0,0.0,4.0
2022-07-21,7270.51,4021.5,0,0.0,0.0,4.0,0.0
2022-07-22,7276.37,4028.28,0,0.0,4.0,0.0,0.0
2022-07-25,7306.3,4041.31,0,1.3333333333333333,0.0,0.0,0.0
2022-07-26,7306.28,4033.75,0,0.0,0.0,0.0,0.0
2022-07-27,7348.23,4055.16,0,0.0,0.0,0.0,0.0
2022-07-28,7345.25,4061.26,0,0.0,0.0,0.0,0.0
2022-07-29,7423.43,4107.01,0,0.0,0.0,0.0,0.0
2022-08-01,7413.42,4100.09,0,0.0,,,
