index,Date,week,Relevance,occurrences_rolling,occurrences_lead1,occurrences_lead2,occurrences_lead3,FTSE100,FTSEALL
170,2022-06-20,25,1.0,0.3333333333333333,0.0,1.0,1.0,7121.81,3932.64
171,2022-06-21,25,0.0,0.3333333333333333,1.0,1.0,1.0,7152.05,3943.98
172,2022-06-22,25,1.0,0.6666666666666666,1.0,1.0,0.0,7089.22,3913.28
173,2022-06-23,25,1.0,0.6666666666666666,1.0,0.0,0.0,7020.45,3874.68
174,2022-06-24,25,1.0,1.0,0.0,0.0,0.0,7208.81,3975.07
177,2022-06-27,26,0.0,0.0,0.0,0.0,0.0,7258.32,4004.23
178,2022-06-28,26,0.0,0.0,0.0,0.0,2.0,7323.41,4035.24
179,2022-06-29,26,0.0,0.0,0.0,2.0,0.0,7312.32,4019.53
180,2022-06-30,26,0.0,0.0,2.0,0.0,0.0,7169.28,3940.9
181,2022-07-01,26,2.0,0.6666666666666666,0.0,0.0,1.0,7168.65,3940.03
184,2022-07-04,27,1.0,0.3333333333333333,0.0,0.0,2.0,7232.65,3967.61
185,2022-07-05,27,0.0,0.3333333333333333,0.0,2.0,0.0,7025.47,3863.91
186,2022-07-06,27,0.0,0.3333333333333333,2.0,0.0,0.0,7107.77,3910.8
187,2022-07-07,27,2.0,0.6666666666666666,0.0,0.0,0.0,7189.08,3956.98
188,2022-07-08,27,0.0,0.6666666666666666,0.0,0.0,1.0,7196.24,3961.27
191,2022-07-11,28,1.0,0.3333333333333333,0.0,0.0,1.0,7196.59,3958.92
192,2022-07-12,28,0.0,0.3333333333333333,0.0,1.0,1.0,7209.86,3965.15
193,2022-07-13,28,0.0,0.3333333333333333,1.0,1.0,0.0,7156.37,3935.82
194,2022-07-14,28,1.0,0.3333333333333333,1.0,0.0,0.0,7039.81,3874.73
195,2022-07-15,28,1.0,0.6666666666666666,0.0,0.0,0.0,7159.01,3940.87
198,2022-07-18,29,0.0,0.0,0.0,0.0,0.0,7223.24,3976.51
199,2022-07-19,29,0.0,0.0,0.0,0.0,1.0,7296.28,4018.64
200,2022-07-20,29,0.0,0.0,0.0,1.0,0.0,7264.31,4009.11
201,2022-07-21,29,0.0,0.0,1.0,0.0,0.0,7270.51,4021.5
202,2022-07-22,29,1.0,0.3333333333333333,0.0,0.0,0.0,7276.37,4028.28
205,2022-07-25,30,0.0,0.0,0.0,1.0,0.0,7306.3,4041.31
206,2022-07-26,30,0.0,0.0,1.0,0.0,0.0,7306.28,4033.75
207,2022-07-27,30,1.0,0.3333333333333333,0.0,0.0,0.0,7348.23,4055.16
208,2022-07-28,30,0.0,0.3333333333333333,0.0,0.0,0.0,7345.25,4061.26
209,2022-07-29,30,0.0,0.3333333333333333,0.0,0.0,1.0,7423.43,4107.01
212,2022-08-01,31,1.0,0.3333333333333333,1.0,0.0,0.0,7413.42,4100.09
