Date,Open,High,Low,Close,Volume
"Tuesday, December 31, 1996","2,013.66","2,013.66","2,013.66","2,013.66",0
"Monday, December 30, 1996","2,011.74","2,011.74","2,011.74","2,011.74",0
"Friday, December 27, 1996","2,001.16","2,001.16","2,001.16","2,001.16",0
"Tuesday, December 24, 1996","2,000.54","2,000.54","2,000.54","2,000.54",0
"Monday, December 23, 1996","1,998.06","1,998.06","1,998.06","1,998.06",0
"Friday, December 20, 1996","1,993.71","1,993.71","1,993.71","1,993.71",0
"Thursday, December 19, 1996","1,979.85","1,979.85","1,979.85","1,979.85",0
"Wednesday, December 18, 1996","1,965.31","1,965.31","1,965.31","1,965.31",0
"Tuesday, December 17, 1996","1,949.45","1,949.45","1,949.45","1,949.45",0
"Monday, December 16, 1996","1,955.20","1,955.20","1,955.20","1,955.20",0
"Friday, December 13, 1996","1,946.17","1,946.17","1,946.17","1,946.17",0
"Thursday, December 12, 1996","1,955.25","1,955.25","1,955.25","1,955.25",0
"Wednesday, December 11, 1996","1,951.14","1,951.14","1,951.14","1,951.14",0
"Tuesday, December 10, 1996","1,974.62","1,974.62","1,974.62","1,974.62",0
"Monday, December 09, 1996","1,963.13","1,963.13","1,963.13","1,963.13",0
"Friday, December 06, 1996","1,942.22","1,942.22","1,942.22","1,942.22",0
"Thursday, December 05, 1996","1,983.73","1,983.73","1,983.73","1,983.73",0
"Wednesday, December 04, 1996","1,980.09","1,980.09","1,980.09","1,980.09",0
"Tuesday, December 03, 1996","1,986.27","1,986.27","1,986.27","1,986.27",0
"Monday, December 02, 1996","1,976.89","1,976.89","1,976.89","1,976.89",0
"Friday, November 29, 1996","1,985.17","1,985.17","1,985.17","1,985.17",0
"Thursday, November 28, 1996","1,981.13","1,981.13","1,981.13","1,981.13",0
"Wednesday, November 27, 1996","1,980.62","1,980.62","1,980.62","1,980.62",0
"Tuesday, November 26, 1996","1,988.83","1,988.83","1,988.83","1,988.83",0
"Monday, November 25, 1996","1,983.72","1,983.72","1,983.72","1,983.72",0
"Friday, November 22, 1996","1,969.77","1,969.77","1,969.77","1,969.77",0
"Thursday, November 21, 1996","1,945.10","1,945.10","1,945.10","1,945.10",0
"Wednesday, November 20, 1996","1,948.57","1,948.57","1,948.57","1,948.57",0
"Tuesday, November 19, 1996","1,954.08","1,954.08","1,954.08","1,954.08",0
"Monday, November 18, 1996","1,948.57","1,948.57","1,948.57","1,948.57",0
"Friday, November 15, 1996","1,948.15","1,948.15","1,948.15","1,948.15",0
"Thursday, November 14, 1996","1,935.55","1,935.55","1,935.55","1,935.55",0
"Wednesday, November 13, 1996","1,936.77","1,936.77","1,936.77","1,936.77",0
"Tuesday, November 12, 1996","1,938.79","1,938.79","1,938.79","1,938.79",0
"Monday, November 11, 1996","1,930.89","1,930.89","1,930.89","1,930.89",0
"Friday, November 08, 1996","1,929.51","1,929.51","1,929.51","1,929.51",0
"Thursday, November 07, 1996","1,925.79","1,925.79","1,925.79","1,925.79",0
"Wednesday, November 06, 1996","1,940.28","1,940.28","1,940.28","1,940.28",0
"Tuesday, November 05, 1996","1,934.20","1,934.20","1,934.20","1,934.20",0
"Monday, November 04, 1996","1,938.07","1,938.07","1,938.07","1,938.07",0
"Friday, November 01, 1996","1,946.55","1,946.55","1,946.55","1,946.55",0
"Thursday, October 31, 1996","1,956.90","1,956.90","1,956.90","1,956.90",0
"Wednesday, October 30, 1996","1,952.02","1,952.02","1,952.02","1,952.02",0
"Tuesday, October 29, 1996","1,963.50","1,963.50","1,963.50","1,963.50",0
"Monday, October 28, 1996","1,975.88","1,975.88","1,975.88","1,975.88",0
"Friday, October 25, 1996","1,973.90","1,973.90","1,973.90","1,973.90",0
"Thursday, October 24, 1996","1,965.25","1,965.25","1,965.25","1,965.25",0
"Wednesday, October 23, 1996","1,976.34","1,976.34","1,976.34","1,976.34",0
"Tuesday, October 22, 1996","1,989.00","1,989.00","1,989.00","1,989.00",0
"Monday, October 21, 1996","1,994.54","1,994.54","1,994.54","1,994.54",0
"Friday, October 18, 1996","1,987.45","1,987.45","1,987.45","1,987.45",0
"Thursday, October 17, 1996","1,982.94","1,982.94","1,982.94","1,982.94",0
"Wednesday, October 16, 1996","1,975.89","1,975.89","1,975.89","1,975.89",0
"Tuesday, October 15, 1996","1,986.18","1,986.18","1,986.18","1,986.18",0
"Monday, October 14, 1996","1,980.98","1,980.98","1,980.98","1,980.98",0
"Friday, October 11, 1996","1,976.98","1,976.98","1,976.98","1,976.98",0
"Thursday, October 10, 1996","1,963.89","1,963.89","1,963.89","1,963.89",0
"Wednesday, October 09, 1996","1,969.07","1,969.07","1,969.07","1,969.07",0
"Tuesday, October 08, 1996","1,978.82","1,978.82","1,978.82","1,978.82",0
"Monday, October 07, 1996","1,978.05","1,978.05","1,978.05","1,978.05",0
"Friday, October 04, 1996","1,975.27","1,975.27","1,975.27","1,975.27",0
"Thursday, October 03, 1996","1,965.75","1,965.75","1,965.75","1,965.75",0
"Wednesday, October 02, 1996","1,971.32","1,971.32","1,971.32","1,971.32",0
"Tuesday, October 01, 1996","1,960.67","1,960.67","1,960.67","1,960.67",0
"Monday, September 30, 1996","1,945.00","1,945.00","1,945.00","1,945.00",0
"Friday, September 27, 1996","1,943.93","1,943.93","1,943.93","1,943.93",0
"Thursday, September 26, 1996","1,939.20","1,939.20","1,939.20","1,939.20",0
"Wednesday, September 25, 1996","1,940.13","1,940.13","1,940.13","1,940.13",0
"Tuesday, September 24, 1996","1,929.88","1,929.88","1,929.88","1,929.88",0
"Monday, September 23, 1996","1,934.02","1,934.02","1,934.02","1,934.02",0
"Friday, September 20, 1996","1,953.44","1,953.44","1,953.44","1,953.44",0
"Thursday, September 19, 1996","1,957.02","1,957.02","1,957.02","1,957.02",0
"Wednesday, September 18, 1996","1,950.79","1,950.79","1,950.79","1,950.79",0
"Tuesday, September 17, 1996","1,958.22","1,958.22","1,958.22","1,958.22",0
"Monday, September 16, 1996","1,961.01","1,961.01","1,961.01","1,961.01",0
"Friday, September 13, 1996","1,956.76","1,956.76","1,956.76","1,956.76",0
"Thursday, September 12, 1996","1,941.90","1,941.90","1,941.90","1,941.90",0
"Wednesday, September 11, 1996","1,930.82","1,930.82","1,930.82","1,930.82",0
"Tuesday, September 10, 1996","1,936.02","1,936.02","1,936.02","1,936.02",0
"Monday, September 09, 1996","1,932.67","1,932.67","1,932.67","1,932.67",0
"Friday, September 06, 1996","1,924.38","1,924.38","1,924.38","1,924.38",0
"Thursday, September 05, 1996","1,922.55","1,922.55","1,922.55","1,922.55",0
"Wednesday, September 04, 1996","1,917.11","1,917.11","1,917.11","1,917.11",0
"Tuesday, September 03, 1996","1,908.89","1,908.89","1,908.89","1,908.89",0
"Monday, September 02, 1996","1,922.02","1,922.02","1,922.02","1,922.02",0
"Friday, August 30, 1996","1,915.98","1,915.98","1,915.98","1,915.98",0
"Thursday, August 29, 1996","1,923.75","1,923.75","1,923.75","1,923.75",0
"Wednesday, August 28, 1996","1,936.24","1,936.24","1,936.24","1,936.24",0
"Tuesday, August 27, 1996","1,930.18","1,930.18","1,930.18","1,930.18",0
"Friday, August 23, 1996","1,930.75","1,930.75","1,930.75","1,930.75",0
"Thursday, August 22, 1996","1,922.49","1,922.49","1,922.49","1,922.49",0
"Wednesday, August 21, 1996","1,914.19","1,914.19","1,914.19","1,914.19",0
"Tuesday, August 20, 1996","1,917.75","1,917.75","1,917.75","1,917.75",0
"Monday, August 19, 1996","1,908.96","1,908.96","1,908.96","1,908.96",0
"Friday, August 16, 1996","1,911.85","1,911.85","1,911.85","1,911.85",0
"Thursday, August 15, 1996","1,897.81","1,897.81","1,897.81","1,897.81",0
"Wednesday, August 14, 1996","1,894.65","1,894.65","1,894.65","1,894.65",0
"Tuesday, August 13, 1996","1,891.62","1,891.62","1,891.62","1,891.62",0
"Monday, August 12, 1996","1,882.95","1,882.95","1,882.95","1,882.95",0
"Friday, August 09, 1996","1,884.86","1,884.86","1,884.86","1,884.86",0
"Thursday, August 08, 1996","1,884.43","1,884.43","1,884.43","1,884.43",0
"Wednesday, August 07, 1996","1,883.21","1,883.21","1,883.21","1,883.21",0
"Tuesday, August 06, 1996","1,873.16","1,873.16","1,873.16","1,873.16",0
"Monday, August 05, 1996","1,872.28","1,872.28","1,872.28","1,872.28",0
"Friday, August 02, 1996","1,863.56","1,863.56","1,863.56","1,863.56",0
"Thursday, August 01, 1996","1,848.04","1,848.04","1,848.04","1,848.04",0
"Wednesday, July 31, 1996","1,835.44","1,835.44","1,835.44","1,835.44",0
"Tuesday, July 30, 1996","1,822.11","1,822.11","1,822.11","1,822.11",0
"Monday, July 29, 1996","1,826.79","1,826.79","1,826.79","1,826.79",0
"Friday, July 26, 1996","1,824.11","1,824.11","1,824.11","1,824.11",0
"Thursday, July 25, 1996","1,827.38","1,827.38","1,827.38","1,827.38",0
"Wednesday, July 24, 1996","1,819.39","1,819.39","1,819.39","1,819.39",0
"Tuesday, July 23, 1996","1,839.43","1,839.43","1,839.43","1,839.43",0
"Monday, July 22, 1996","1,829.15","1,829.15","1,829.15","1,829.15",0
"Friday, July 19, 1996","1,841.45","1,841.45","1,841.45","1,841.45",0
"Thursday, July 18, 1996","1,832.41","1,832.41","1,832.41","1,832.41",0
"Wednesday, July 17, 1996","1,818.05","1,818.05","1,818.05","1,818.05",0
"Tuesday, July 16, 1996","1,808.18","1,808.18","1,808.18","1,808.18",0
"Monday, July 15, 1996","1,842.72","1,842.72","1,842.72","1,842.72",0
"Friday, July 12, 1996","1,856.40","1,856.40","1,856.40","1,856.40",0
"Thursday, July 11, 1996","1,867.02","1,867.02","1,867.02","1,867.02",0
"Wednesday, July 10, 1996","1,874.21","1,874.21","1,874.21","1,874.21",0
"Tuesday, July 09, 1996","1,869.19","1,869.19","1,869.19","1,869.19",0
"Monday, July 08, 1996","1,864.78","1,864.78","1,864.78","1,864.78",0
"Friday, July 05, 1996","1,868.75","1,868.75","1,868.75","1,868.75",0
"Thursday, July 04, 1996","1,875.47","1,875.47","1,875.47","1,875.47",0
"Wednesday, July 03, 1996","1,858.38","1,858.38","1,858.38","1,858.38",0
"Tuesday, July 02, 1996","1,863.54","1,863.54","1,863.54","1,863.54",0
"Monday, July 01, 1996","1,862.96","1,862.96","1,862.96","1,862.96",0
"Friday, June 28, 1996","1,856.33","1,856.33","1,856.33","1,856.33",0
"Thursday, June 27, 1996","1,843.91","1,843.91","1,843.91","1,843.91",0
"Wednesday, June 26, 1996","1,853.24","1,853.24","1,853.24","1,853.24",0
"Tuesday, June 25, 1996","1,849.55","1,849.55","1,849.55","1,849.55",0
"Monday, June 24, 1996","1,865.79","1,865.79","1,865.79","1,865.79",0
"Friday, June 21, 1996","1,870.80","1,870.80","1,870.80","1,870.80",0
"Thursday, June 20, 1996","1,873.67","1,873.67","1,873.67","1,873.67",0
"Wednesday, June 19, 1996","1,883.36","1,883.36","1,883.36","1,883.36",0
"Tuesday, June 18, 1996","1,884.59","1,884.59","1,884.59","1,884.59",0
"Monday, June 17, 1996","1,887.21","1,887.21","1,887.21","1,887.21",0
"Friday, June 14, 1996","1,884.58","1,884.58","1,884.58","1,884.58",0
"Thursday, June 13, 1996","1,887.80","1,887.80","1,887.80","1,887.80",0
"Wednesday, June 12, 1996","1,890.50","1,890.50","1,890.50","1,890.50",0
"Tuesday, June 11, 1996","1,885.10","1,885.10","1,885.10","1,885.10",0
"Monday, June 10, 1996","1,874.87","1,874.87","1,874.87","1,874.87",0
"Friday, June 07, 1996","1,866.16","1,866.16","1,866.16","1,866.16",0
"Thursday, June 06, 1996","1,888.69","1,888.69","1,888.69","1,888.69",0
"Wednesday, June 05, 1996","1,885.49","1,885.49","1,885.49","1,885.49",0
"Tuesday, June 04, 1996","1,887.09","1,887.09","1,887.09","1,887.09",0
"Monday, June 03, 1996","1,882.29","1,882.29","1,882.29","1,882.29",0
"Friday, May 31, 1996","1,885.78","1,885.78","1,885.78","1,885.78",0
"Thursday, May 30, 1996","1,884.42","1,884.42","1,884.42","1,884.42",0
"Wednesday, May 29, 1996","1,896.29","1,896.29","1,896.29","1,896.29",0
"Tuesday, May 28, 1996","1,889.89","1,889.89","1,889.89","1,889.89",0
"Friday, May 24, 1996","1,885.87","1,885.87","1,885.87","1,885.87",0
"Thursday, May 23, 1996","1,885.24","1,885.24","1,885.24","1,885.24",0
"Wednesday, May 22, 1996","1,892.50","1,892.50","1,892.50","1,892.50",0
"Tuesday, May 21, 1996","1,903.36","1,903.36","1,903.36","1,903.36",0
"Monday, May 20, 1996","1,898.47","1,898.47","1,898.47","1,898.47",0
"Friday, May 17, 1996","1,901.77","1,901.77","1,901.77","1,901.77",0
"Thursday, May 16, 1996","1,886.99","1,886.99","1,886.99","1,886.99",0
"Wednesday, May 15, 1996","1,896.33","1,896.33","1,896.33","1,896.33",0
"Tuesday, May 14, 1996","1,890.25","1,890.25","1,890.25","1,890.25",0
"Monday, May 13, 1996","1,882.84","1,882.84","1,882.84","1,882.84",0
"Friday, May 10, 1996","1,888.05","1,888.05","1,888.05","1,888.05",0
