Date,Open,High,Low,Close
12/30/1998,"5,882.58","5,882.58","5,882.58","5,882.58"
12/29/1998,"5,941.54","5,941.54","5,941.54","5,941.54"
12/24/1998,"5,867.22","5,867.22","5,867.22","5,867.22"
12/23/1998,"5,908.80","5,908.79","5,908.79","5,908.80"
12/22/1998,"5,843.30","5,843.29","5,843.29","5,843.30"
12/21/1998,"5,876.50","5,876.50","5,876.50","5,876.50"
12/18/1998,"5,741.85","5,741.85","5,741.85","5,741.85"
12/17/1998,"5,685.24","5,685.24","5,685.24","5,685.24"
12/16/1998,"5,630.40","5,630.40","5,630.40","5,630.40"
12/15/1998,"5,557.09","5,557.09","5,557.09","5,557.09"
12/14/1998,"5,534.52","5,534.52","5,534.52","5,534.52"
12/11/1998,"5,541.70","5,541.73","5,541.73","5,541.70"
12/10/1998,"5,660.31","5,660.31","5,660.31","5,660.31"
12/09/1998,"5,669.10","5,669.11","5,669.11","5,669.10"
12/08/1998,"5,615.68","5,615.68","5,615.68","5,615.68"
12/07/1998,"5,576.71","5,576.71","5,576.71","5,576.71"
12/04/1998,"5,581.90","5,581.93","5,581.93","5,581.90"
12/03/1998,"5,566.13","5,566.13","5,566.13","5,566.13"
12/02/1998,"5,507.20","5,507.20","5,507.20","5,507.20"
12/01/1998,"5,537.45","5,537.45","5,537.45","5,537.45"
11/30/1998,"5,743.89","5,743.89","5,743.89","5,743.89"
11/27/1998,"5,844.20","5,844.21","5,844.21","5,844.20"
11/26/1998,"5,827.90","5,827.87","5,827.87","5,827.90"
11/25/1998,"5,755.30","5,755.27","5,755.27","5,755.30"
11/24/1998,"5,798.26","5,798.26","5,798.26","5,798.26"
11/23/1998,"5,848.40","5,848.37","5,848.37","5,848.40"
11/20/1998,"5,717.49","5,717.49","5,717.49","5,717.49"
11/19/1998,"5,606.20","5,606.18","5,606.18","5,606.20"
11/18/1998,"5,474.00","5,474.01","5,474.01","5,474.00"
11/17/1998,"5,502.72","5,502.72","5,502.72","5,502.72"
11/16/1998,"5,510.50","5,510.50","5,510.50","5,510.50"
11/13/1998,"5,463.22","5,463.22","5,463.22","5,463.22"
11/12/1998,"5,448.90","5,448.95","5,448.95","5,448.90"
11/11/1998,"5,476.80","5,476.84","5,476.84","5,476.80"
11/10/1998,"5,432.30","5,432.34","5,432.34","5,432.30"
11/09/1998,"5,433.90","5,433.86","5,433.86","5,433.90"
11/06/1998,"5,491.00","5,490.97","5,490.97","5,491.00"
11/05/1998,"5,479.80","5,479.81","5,479.81","5,479.80"
11/04/1998,"5,622.90","5,622.86","5,622.86","5,622.90"
11/03/1998,"5,503.90","5,503.87","5,503.87","5,503.90"
11/02/1998,"5,525.50","5,525.52","5,525.52","5,525.50"
10/30/1998,"5,438.40","5,438.37","5,438.37","5,438.40"
